,news_title,section
5491,Planète Locale du lundi 12 décembre - Ils fermentent les fruits et légumes dans l'Orne,['normandie' 'replay-emissions' 'planete-locale']
5495,Planète Locale du lundi 12 décembre - Pop-up de Noël à la Croix-Rousse,['lyon' 'replay-emissions' 'planete-locale']
5499,"Planète Locale du lundi 12 décembre - À Noël, comment réduire son empreinte carbone ?",['paris' 'replay-emissions' 'planete-locale']
7080,Réchauffement climatique: une étude prévient que la nature est menacée par des extinctions en cascade,['environnement' 'climat']
9761,Planète Locale du lundi 26 décembre - Des micro-algues pour purifier l'air du métro ,['grand-lille' 'replay-emissions' 'planete-locale']
2034,Rivières: la qualité de l'eau s'améliore mais le changement climatique complique les choses,['environnement' 'climat']
6131,"Pire déforestation en sept ans dans le Cerrado, la savane brésilienne",['environnement']
6473,"Planète Locale du mercredi 14 décembre - Baronnies, un lieu pour observer les étoiles",['bfm-dici' 'replay-emissions' 'planete-locale']
7922,COP15 sur la biodiversité: les principaux points de cet accord historique pour la planète,['environnement']
8036,Planète Locale du lundi 19 décembre - Repair Café : apprendre à réparer et non jeter ,['grand-lille' 'replay-emissions' 'planete-locale']
8050,Planète locale du lundi 19 décembre 2022 : Le magazine de l'environnement en Normandie,['normandie' 'replay-emissions' 'planete-locale']
8052,"Planète locale du lundi 19 décembre 2022 : Hachimette, des cosmétiques au lait de vache",['alsace' 'replay-emissions' 'planete-locale']
8516,"À Berlin, des activistes du climat décapitent le sapin de Noël de la porte de Brandenbourg",['environnement']
8731,Planète Locale du mercredi 21 décembre - Record de fonte pour le glacier Blanc en 2022,['bfm-dici' 'replay-emissions' 'planete-locale']
2593,Planète Locale du lundi 5 décembre - Des cadeaux éco-responsables pour Noël en IDF ,['paris' 'replay-emissions' 'planete-locale']
2594,Planète locale du lundi 5 décembre 2022,['alsace' 'replay-emissions' 'planete-locale']
2595,Planète locale du lundi 5 décembre 2022,['normandie' 'replay-emissions' 'planete-locale']
2596,"Planète locale du lundi 5 décembre 2022 - Des pingouins dans le Var, est-ce inquiétant ? ",['var' 'replay-emissions' 'planete-locale']
2597,"Planète Locale du lundi 5 décembre 2022 - Sugiton, la réservation prolongée pour 5 étés",['marseille' 'replay-emissions' 'planete-locale']
2602,Planète Locale du lundi 5 décembre - Idées et astuces pour un Noël éco-responsable,['lyon' 'replay-emissions' 'planete-locale']
2603,"Planète Locale du lundi 5 décembre - Pollution plastique, enjeu majeur dans le 06",['cote-d-azur' 'replay-emissions' 'planete-locale']
3495,"Planète Locale du mercredi 7 décembre 2022 - Les missions d'""Environnement et solidarité""",['bfm-dici' 'replay-emissions' 'planete-locale']
3706,La biodiversité en danger: à quoi va servir la COP15 qui s'ouvre ce mercredi?,['environnement']
10729,Météo: vers la Saint-Sylvestre la plus douce jamais enregistrée en France,['environnement' 'climat']
3006,Réchauffement climatique: les petits lacs se multiplient et aggravent les émissions de gaz à effet de serre,['environnement' 'climat']
3091,"Climat: pour le chef de l'ONU, l'humanité est devenue une ""arme de destruction massive""",['environnement']
24923,"Sur le green : Investissement, rendement, sens... faut-il investir dans les foncières solidaires ? - 01/12",['economie' 'replay-emissions' 'sur-le-green']
4012,"""L'océan s'acidifie et étouffe à cause de la pollution"": le chef de l'ONU veut protéger la haute mer",['environnement']
9056,Réchauffement climatique: deux tiers des espèces d'Antarctique menacées d'extinction,['environnement']
11137,"Recyclage: à partir du 1er janvier, tous les emballages en plastique vont dans la poubelle jaune",['environnement']
906,"TOUT COMPRENDRE - Qu'est-ce que le controversé projet Willow, autorisé par Joe Biden en Alaska?",['environnement']
8,"Le secrétaire général de l'ONU appelle l'humanité à ""changer de cap"" dans sa gestion de l'eau",['environnement']
766,"Le glaciologue Claude Lorius, l'un des premiers lanceurs d'alerte sur le climat, est mort à 91 ans",['environnement' 'climat']
61,"Énergie, transports, alimentation: ce que le Giec préconise pour limiter le réchauffement climatique",['environnement' 'climat']
242,"Rapport du Giec: Greta Thunberg dénonce ""la trahison"" des dirigeants politiques sur le climat",['environnement' 'climat']
270,Réchauffement climatique: ce que le Giec préconise pour éviter le pire,['environnement' 'climat']
369,"Pour les experts du Giec, les années chaudes d'aujourd'hui seront parmi les plus fraîches dans une génération",['environnement' 'climat']
372,"Objectif +1,5°C: le rapport du Giec appelle à diviser par deux d'ici 2030 les émissions de gaz à effet de serre",['environnement']
623,"Près de 9 ans plus tard, le Giec publie la synthèse de son 6e rapport sur le changement climatique",['environnement' 'climat']
682,Planète Locale du lundi 20 mars - Des plantes pour dépolluer l'Île-de-France,['paris' 'replay-emissions' 'planete-locale']
707,"Planète locale du lundi 20 mars 2023 - ABI 06, des vêtements revendus à bas prix",['cote-d-azur' 'replay-emissions' 'planete-locale']
709,Planète Locale du lundi 20 mars 2023 - Le salon Be Positive revient à Eurexpo,['lyon' 'replay-emissions' 'planete-locale']
710,"Planète Locale du lundi 20 mars 2023 - Nord, 15è édition de la Nuit de la Chouette",['grand-lille' 'replay-emissions' 'planete-locale']
711,Planète locale du lundi 20 mars 2023 - Toulon : des rendez-vous autour de la mer,['var' 'replay-emissions' 'planete-locale']
714,"Planète Locale du lundi 20 mars 2023 - Site GEMFI à Rognac, la biodiversité menacée",['marseille' 'replay-emissions' 'planete-locale']
715,Planète locale du lundi 20 mars 2023,['alsace' 'replay-emissions' 'planete-locale']
718,Planète locale du lundi 20 mars 2023,['normandie' 'replay-emissions' 'planete-locale']
400,"Le secrétaire général de l'ONU appelle l'humanité à ""changer de cap"" dans sa gestion de l'eau",['environnement']
156,"Le glaciologue Claude Lorius, l'un des premiers lanceurs d'alerte sur le climat, est mort à 91 ans",['environnement' 'climat']
848,"Pour le chef de l'ONU, l'humanité a ""brisé le cycle"" de l'eau, sa ""substance vitale""",['environnement']
30,Sécheresse hivernale: comment faire des économies d'eau au quotidien?,['environnement' 'climat']
490,La banquise de l'Antarctique bat une nouvelle fois un record de fonte cette année,['environnement' 'climat']
494,"Sécheresse: Borne va activer ""une cellule d'anticipation"" avant d'annoncer ""un plan global sur l'eau"" en mars",['environnement']
551,Planète Locale du lundi 27 février 2023 - Terre de Liens : préserver les terres agricoles,['marseille' 'replay-emissions' 'planete-locale']
620,Sécheresse: la France métropolitaine n'a pas connu de véritables pluies depuis 32 jours consécutifs,['environnement']
621,Des militants écologistes aspergent de faux sang et s'enchaînent au ministère de l'Économie et des Finances,['environnement' 'climat']
810,INFOGRAPHIES. Sécheresse: quel est le niveau actuel des nappes phréatiques en France?,['environnement']
904,Sécheresse hivernale: la situation est-elle rattrapable en vue de l'été prochain?,['environnement']
376,"La production de miel ""beaucoup moins"" importante à cause de la sécheresse",['environnement' 'climat']
392,"Deux-Sèvres: un leader de la contestation ""anti-bassines"" poursuivi, une manifestation interdite",['environnement']
4,"Surconsommation et changement climatique: l'ONU alerte sur le ""risque imminent"" d'une crise mondiale de l'eau",['environnement']
691,"Énergie, transports, alimentation: ce que le Giec préconise pour limiter le réchauffement climatique",['environnement' 'climat']
872,"Rapport du Giec: Greta Thunberg dénonce ""la trahison"" des dirigeants politiques sur le climat",['environnement' 'climat']
900,Réchauffement climatique: ce que le Giec préconise pour éviter le pire,['environnement' 'climat']
999,"Pour les experts du Giec, les années chaudes d'aujourd'hui seront parmi les plus fraîches dans une génération",['environnement' 'climat']
224,"Pour le chef de l'ONU, l'humanité a ""brisé le cycle"" de l'eau, sa ""substance vitale""",['environnement']
578,Planète Locale du mercredi 22 mars 2023 - Un documentaire sur les loups prévu pour 2024,['bfm-dici' 'replay-emissions' 'planete-locale']
659,"Surconsommation et changement climatique: l'ONU alerte sur le ""risque imminent"" d'une crise mondiale de l'eau",['environnement']
542,"Planète Locale du lundi 27 mars 2023 - Upcycling, une Lyonnaise a créé sa marque",['lyon' 'replay-emissions' 'planete-locale']
543,Planète locale du lundi 27 mars 2023 : Une étoile verte pour le château de Beaulieu,['grand-lille' 'replay-emissions' 'planete-locale']
546,"Planète locale du lundi 27 mars 2023 - Tous au compost, opération séduction dans le 06",['cote-d-azur' 'replay-emissions' 'planete-locale']
548,"Planète Locale du lundi 27 mars 2023 - Agriculture, la filière bio alerte dans le 13",['marseille' 'replay-emissions' 'planete-locale']
551,Planète locale du lundi 27 mars - Var : comment vont nos forêts ?,['var' 'replay-emissions' 'planete-locale']
552,Planète locale du lundi 27 mars 2023 - Le maraîchage bio : un retour au bon sens,['normandie' 'replay-emissions' 'planete-locale']
555,Planète locale du lundi 27 mars 2023 : Lutter contre le gaspillage alimentaire en IDF,['paris' 'replay-emissions' 'planete-locale']
226,"La production de miel ""beaucoup moins"" importante à cause de la sécheresse",['environnement' 'climat']
242,"Deux-Sèvres: un leader de la contestation ""anti-bassines"" poursuivi, une manifestation interdite",['environnement']
52,"Après un début d'année très sec, le niveau des nappes phréatiques continue d'inquiéter",['environnement']
210,"Antarctique: l'étendue de la banquise à son plus bas, après une année 2022 déjà record",['environnement' 'climat']
32410,"Sur le green : Neutralité carbone, les stratégies climat mises à mal - 02/02",['economie' 'replay-emissions' 'sur-le-green']
877,"""Mars va être crucial"": il n'a quasiment pas plu en France depuis le 21 janvier et c'est problématique",['environnement' 'climat']
355,Suisse: la prolifération de certains types de cactus inquiète,['environnement']
45,Climat: des chercheurs suggèrent de recourir à la poussière lunaire pour nous protéger du soleil,['environnement' 'climat']
161,"""Des solutions immatures"": des scientifiques du Giec s'insurgent après un tweet de TotalEnergies",['environnement']
201,Antarctique: la banquise n'a jamais été aussi basse pour un mois de janvier,['environnement' 'climat']
645,"Planète Locale du mercredi 8 février 2023 - L'Epine, reboiser pour compenser le défrichage",['bfm-dici' 'replay-emissions' 'planete-locale']
694,Réchauffement climatique: 15 millions de personnes menacées par des inondations,['environnement' 'climat']
939,"""Il faut qu'il pleuve dès février-mars"": les pompiers de Gironde alertent sur le risque d'incendie dès le printemps",['environnement']
23288,Planète Locale du mercredi 1er février 2023 - Alte conseille sur la transition énergétique,['bfm-dici' 'replay-emissions' 'planete-locale']
303,"""Mars va être crucial"": il n'a quasiment pas plu en France depuis le 21 janvier et c'est problématique",['environnement' 'climat']
632,"Après un début d'année très sec, le niveau des nappes phréatiques continue d'inquiéter",['environnement']
790,"Antarctique: l'étendue de la banquise à son plus bas, après une année 2022 déjà record",['environnement' 'climat']
48,Réchauffement climatique: 15 millions de personnes menacées par des inondations,['environnement' 'climat']
