keyword,high_risk_of_false_positive,category,theme,language
anidride carbonica,false,,changement_climatique_constat,italian
anno più caldo,false,,changement_climatique_constat,italian
ano mais quente,false,,changement_climatique_constat,portuguese
anomalia de temperatura,false,,changement_climatique_constat,portuguese
anomalia delle temperature,false,,changement_climatique_constat,italian
anomalia temperatury,false,,changement_climatique_constat,polish
anomalía de temperaturas,false,,changement_climatique_constat,spanish
anstieg des meeresspiegels,false,,changement_climatique_constat,german
anthropocene,false,,changement_climatique_constat,english
anthropocène,false,,changement_climatique_constat,french
anthropozän,false,,changement_climatique_constat,german
anti-écolo,false,,changement_climatique_constat,french
antropoceen,false,,changement_climatique_constat,dutch
antropoceen,false,,changement_climatique_constat,latvian
antropocen,false,,changement_climatique_constat,polish
antropocene,false,,changement_climatique_constat,italian
antropoceno,false,,changement_climatique_constat,spanish
antropoceno,false,,changement_climatique_constat,portuguese
antropocæn,false,,changement_climatique_constat,danish
aquecimento,false,,changement_climatique_constat,portuguese
aquecimento dos oceanos,false,,changement_climatique_constat,portuguese
aquecimento global,false,,changement_climatique_constat,portuguese
ar condicionado,false,,changement_climatique_constat,portuguese
ar fresco,false,,changement_climatique_constat,portuguese
arealplanlægning,false,,changement_climatique_constat,danish
aria fresca,false,,changement_climatique_constat,italian
ars,false,,changement_climatique_constat,english
ars,false,,changement_climatique_constat,german
ars,false,,changement_climatique_constat,spanish
ars,false,,changement_climatique_constat,polish
ars,false,,changement_climatique_constat,danish
ars,false,,changement_climatique_constat,italian
ars,false,,changement_climatique_constat,greek
ars,false,,changement_climatique_constat,dutch
ars,false,,changement_climatique_constat,latvian
ars,false,,changement_climatique_constat,portuguese
asfixia,false,,changement_climatique_constat,spanish
at tage flyet,false,,changement_climatique_constat,danish
atmosfeer,false,,changement_climatique_constat,dutch
atmosfeer,false,,changement_climatique_constat,latvian
atmosfera,false,,changement_climatique_constat,polish
atmosfera,false,,changement_climatique_constat,italian
atmosfera,false,,changement_climatique_constat,portuguese
atmosfære,false,,changement_climatique_constat,danish
atmosphere,false,,changement_climatique_constat,english
atmosphäre,false,,changement_climatique_constat,german
atmósfera,false,,changement_climatique_constat,spanish
aumento das temperaturas,false,,changement_climatique_constat,portuguese
aumento de las temperaturas,false,,changement_climatique_constat,spanish
aumento de temperaturas,false,,changement_climatique_constat,spanish
aumento del nivel del mar,false,,changement_climatique_constat,spanish
aumento delle temperature,false,,changement_climatique_constat,italian
aumento do nível da água,false,,changement_climatique_constat,portuguese
aumento do nível do mar,false,,changement_climatique_constat,portuguese
ausgetrocknet,false,,changement_climatique_constat,german
austrocknen,false,,changement_climatique_constat,german
auto,false,,changement_climatique_constat,german
auto,false,,changement_climatique_constat,italian
auto,false,,changement_climatique_constat,dutch
auto,false,,changement_climatique_constat,latvian
auto a combustione,false,,changement_climatique_constat,italian
autobahnen,false,,changement_climatique_constat,german
autoestradas,false,,changement_climatique_constat,portuguese
automobiel,false,,changement_climatique_constat,dutch
automobiel,false,,changement_climatique_constat,latvian
automobil,false,,changement_climatique_constat,german
automobil,false,,changement_climatique_constat,danish
automobile,false,,changement_climatique_constat,english
automobile,false,,changement_climatique_constat,italian
automóvel,false,,changement_climatique_constat,portuguese
automóvil,false,,changement_climatique_constat,spanish
autopistas,false,,changement_climatique_constat,spanish
autostrade,false,,changement_climatique_constat,italian
autostrady,false,,changement_climatique_constat,polish
aviación,false,,changement_climatique_constat,spanish
aviation,false,,changement_climatique_constat,english
aviazione,false,,changement_climatique_constat,italian
aviação,false,,changement_climatique_constat,portuguese
avião,false,,changement_climatique_constat,portuguese
avión,false,,changement_climatique_constat,spanish
azot,false,,changement_climatique_constat,polish
azoto,false,,changement_climatique_constat,italian
año más caluroso,false,,changement_climatique_constat,spanish
baixo carbono,false,,changement_climatique_constat,portuguese
bajo el agua,false,,changement_climatique_constat,spanish
bajo las aguas,false,,changement_climatique_constat,spanish
balance de carbono,false,,changement_climatique_constat,spanish
balanço de carbono,false,,changement_climatique_constat,portuguese
banchisa,false,,changement_climatique_constat,italian
banquisa,false,,changement_climatique_constat,spanish
banquisa,false,,changement_climatique_constat,portuguese
bardzo gorąco,false,,changement_climatique_constat,polish
bateria,false,,changement_climatique_constat,polish
bateria,false,,changement_climatique_constat,portuguese
batería,false,,changement_climatique_constat,spanish
batteri,false,,changement_climatique_constat,danish
batteria,false,,changement_climatique_constat,italian
batterie,false,,changement_climatique_constat,german
batterij,false,,changement_climatique_constat,dutch
batterij,false,,changement_climatique_constat,latvian
battery,false,,changement_climatique_constat,english
baum,false,,changement_climatique_constat,german
begrænsning,false,,changement_climatique_constat,danish
benzin,false,,changement_climatique_constat,german
benzin,false,,changement_climatique_constat,danish
benzina,false,,changement_climatique_constat,italian
benzine,false,,changement_climatique_constat,dutch
benzine,false,,changement_climatique_constat,latvian
benzyna,false,,changement_climatique_constat,polish
beperking,false,,changement_climatique_constat,dutch
beperking,false,,changement_climatique_constat,latvian
bezpieczeństwo żywnościowe,false,,changement_climatique_constat,polish
bierność klimatyczna,false,,changement_climatique_constat,polish
bil,false,,changement_climatique_constat,danish
bilan carbone,false,,changement_climatique_constat,french
bilancio del carbonio,false,,changement_climatique_constat,italian
bilans węglowy,false,,changement_climatique_constat,polish
bill gates,false,,changement_climatique_constat,portuguese
biodegradável,false,,changement_climatique_constat,portuguese
biodiversidade,false,,changement_climatique_constat,portuguese
bioeconomia,false,,changement_climatique_constat,portuguese
black gold,false,,changement_climatique_constat,english
boa notícia para o planeta,false,,changement_climatique_constat,portuguese
bodem,false,,changement_climatique_constat,dutch
bodem,false,,changement_climatique_constat,latvian
boden,false,,changement_climatique_constat,german
bollette energetiche,false,,changement_climatique_constat,italian
bonne nouvelle pour la planète,false,,changement_climatique_constat,french
boom,false,,changement_climatique_constat,dutch
boom,false,,changement_climatique_constat,latvian
bosbrand,false,,changement_climatique_constat,dutch
bosbrand,false,,changement_climatique_constat,latvian
bosbranden,false,,changement_climatique_constat,dutch
bosbranden,false,,changement_climatique_constat,latvian
brak wody,false,,changement_climatique_constat,polish
brande,false,,changement_climatique_constat,danish
branden,false,,changement_climatique_constat,dutch
branden,false,,changement_climatique_constat,latvian
brandstof,false,,changement_climatique_constat,dutch
brandstof,false,,changement_climatique_constat,latvian
broeikaseffect,false,,changement_climatique_constat,dutch
